0,1,2
0.005000114440917969,1.688096523284912,0.02500128746032715
0.005000591278076172,1.3240759372711182,0.02300119400024414
0.00500035285949707,1.557088851928711,0.034002065658569336
0.007000446319580078,1.6160924434661865,0.029001474380493164
0.00500035285949707,2.170124053955078,0.021001100540161133
0.005000114440917969,1.9261102676391602,0.029001712799072266
0.006000518798828125,2.496142864227295,0.03300189971923828
0.006000041961669922,3.368192672729492,0.04100227355957031
0.0060002803802490234,4.250243425369263,0.03300166130065918
0.005000114440917969,9.6495521068573,0.02800154685974121
0.006000518798828125,12.798732042312622,0.036002159118652344
0.006000041961669922,11.477656364440918,0.039002418518066406
0.0060002803802490234,13.539774417877197,0.05600309371948242
0.006000518798828125,36.86410856246948,0.036002159118652344
0.0060002803802490234,21.49022912979126,0.04300236701965332
0.006000041961669922,20.708184480667114,0.03800201416015625
0.006000518798828125,18.86207890510559,0.047002553939819336
0.007000446319580078,23.120322227478027,0.036002159118652344
0.0060002803802490234,29.668696880340576,0.034001827239990234
0.0060002803802490234,9.33553409576416,0.03800201416015625
0.00700068473815918,12.949740886688232,0.029001712799072266
0.0060002803802490234,7.054403305053711,0.03000187873840332
0.0060002803802490234,6.743385553359985,0.04000234603881836
0.00700068473815918,5.603320360183716,0.029001712799072266
0.00700068473815918,6.5163726806640625,0.031001806259155273
0.0070002079010009766,11.491657257080078,0.029001712799072266
0.00700068473815918,14.30081820487976,0.029001235961914062
0.0060002803802490234,13.837791681289673,0.03500199317932129
0.008000373840332031,13.673782110214233,0.027001619338989258
0.008000612258911133,23.219327926635742,0.02500152587890625
0.0070002079010009766,61.08349370956421,0.034002065658569336
0.0070002079010009766,40.64632511138916,0.029001474380493164
0.007000446319580078,62.527575969696045,0.03200221061706543
0.007000446319580078,56.42922759056091,0.03300189971923828
0.008000612258911133,59.21438694000244,0.03200173377990723
0.008000612258911133,108.86322665214539,0.03200173377990723
0.007000446319580078,55.67718458175659,0.0370020866394043
0.008000373840332031,129.37239980697632,0.03500175476074219
0.0070002079010009766,292.1627104282379,0.039002418518066406
0.008000612258911133,361.56568026542664,0.03500223159790039
0.008000373840332031,533.3265044689178,0.036002159118652344
0.008000612258911133,530.4463398456573,0.03200173377990723
0.008000612258911133,352.5391640663147,0.03800225257873535
0.008000373840332031,784.3528623580933,0.034002065658569336
0.009000539779663086,731.8938620090485,0.041002511978149414
0.009000778198242188,490.4690532684326,0.031001567840576172
0.009000778198242188,544.7721590995789,0.039002418518066406
0.009000539779663086,899.9344730377197,0.03500223159790039
